./UDPPingClient(Version:Version 1.30) pid:11341 Entered with 5 arguements
, server:127.0.0.1 service:5555 msgSize:100 delay:0.100000, traceLevel:1 
./UDPPingClient(Version:Version 1.30) hdrSize (60) + msgSize (100) is less than max allowed msg (64128) 
1574479460.605950,0.000230,0.000096,100,1,1,0
1574479460.701481,0.000111,0.000048,200,2,2,0
1574479460.801913,0.000130,0.000061,300,3,3,0
1574479460.902384,0.000129,0.000061,400,4,4,0
1574479461.001906,0.000134,0.000062,500,5,5,0
1574479461.105294,0.000138,0.000062,600,6,6,0
1574479461.202365,0.000134,0.000060,700,7,7,0
1574479461.302710,0.000139,0.000063,800,8,8,0
1574479461.402067,0.000116,0.000055,900,9,9,0
1574479461.502062,0.000133,0.000061,1000,10,10,0
1574479461.602073,0.000137,0.000066,1100,11,11,0
1574479461.702056,0.000132,0.000060,1200,12,12,0
1574479461.802060,0.000121,0.000050,1300,13,13,0
1574479461.901577,0.000068,0.000019,1400,14,14,0
1574479462.002064,0.000133,0.000061,1500,15,15,0
1574479462.102785,0.000129,0.000058,1600,16,16,0
1574479462.202084,0.000120,0.000054,1700,17,17,0
1574479462.301986,0.000111,0.000047,1800,18,18,0
1574479462.401688,0.000073,0.000042,1900,19,19,0
1574479462.501878,0.000138,0.000060,2000,20,20,0
1574479462.601969,0.000139,0.000067,2100,21,21,0
1574479462.701676,0.000102,0.000073,2200,22,22,0
1574479462.802035,0.000123,0.000049,2300,23,23,0
1574479462.902485,0.000113,0.000046,2400,24,24,0
1574479463.007035,0.000137,0.000062,2500,25,25,0
1574479463.102131,0.000169,0.000073,2600,26,26,0
1574479463.201522,0.000132,0.000059,2700,27,27,0
1574479463.302567,0.000135,0.000062,2800,28,28,0
1574479463.402098,0.000139,0.000062,2900,29,29,0
1574479463.502065,0.000136,0.000062,3000,30,30,0
1574479463.607012,0.000138,0.000064,3100,31,31,0
1574479463.701972,0.000137,0.000063,3200,32,32,0
1574479463.801960,0.000138,0.000065,3300,33,33,0
1574479463.901847,0.000146,0.000054,3400,34,34,0
1574479464.002067,0.000121,0.000054,3500,35,35,0
1574479464.102427,0.000123,0.000054,3600,36,36,0
1574479464.202022,0.000162,0.000075,3700,37,37,0
1574479464.302508,0.000140,0.000063,3800,38,38,0
1574479464.401341,0.000111,0.000048,3900,39,39,0
1574479464.501988,0.000135,0.000062,4000,40,40,0
1574479464.601985,0.000127,0.000052,4100,41,41,0
1574479464.701662,0.000046,0.000019,4200,42,42,0
1574479464.802082,0.000166,0.000075,4300,43,43,0
1574479464.902027,0.000121,0.000054,4400,44,44,0
1574479465.007105,0.000138,0.000062,4500,45,45,0
1574479465.102327,0.000133,0.000061,4600,46,46,0
1574479465.201402,0.000129,0.000062,4700,47,47,0
1574479465.301925,0.000141,0.000061,4800,48,48,0
1574479465.402438,0.000159,0.000072,4900,49,49,0
1574479465.502026,0.000121,0.000053,5000,50,50,0
1574479465.608503,0.000142,0.000075,5100,51,51,0
1574479465.701950,0.000139,0.000073,5200,52,52,0
1574479465.801258,0.000132,0.000061,5300,53,53,0
1574479465.901502,0.000120,0.000050,5400,54,54,0
1574479466.001951,0.000120,0.000054,5500,55,55,0
1574479466.101467,0.000074,0.000019,5600,56,56,0
1574479466.201355,0.000116,0.000051,5700,57,57,0
1574479466.301395,0.000064,0.000017,5800,58,58,0
1574479466.401945,0.000137,0.000061,5900,59,59,0
1574479466.501931,0.000122,0.000048,6000,60,60,0
1574479466.606892,0.000122,0.000048,6100,61,61,0
1574479466.701949,0.000137,0.000061,6200,62,62,0
1574479466.802460,0.000140,0.000063,6300,63,63,0
1574479466.901279,0.000128,0.000063,6400,64,64,0
1574479467.001938,0.000137,0.000070,6500,65,65,0
1574479467.101913,0.000130,0.000062,6600,66,66,0
1574479467.202290,0.000155,0.000069,6700,67,67,0
1574479467.301950,0.000130,0.000065,6800,68,68,0
1574479467.407571,0.000142,0.000053,6900,69,69,0
1574479467.501776,0.000129,0.000071,7000,70,70,0
1574479467.601770,0.000130,0.000079,7100,71,71,0
1574479467.701749,0.000110,0.000080,7200,72,72,0
1574479467.802503,0.000170,0.000075,7300,73,73,0
1574479467.900680,0.000107,0.000054,7400,74,74,0
1574479468.003536,0.000133,0.000064,7500,75,75,0
1574479468.104327,0.000136,0.000062,7600,76,76,0
1574479468.202792,0.000128,0.000063,7700,77,77,0
1574479468.302617,0.000172,0.000074,7800,78,78,0
1574479468.402492,0.000172,0.000073,7900,79,79,0
1574479468.502241,0.000157,0.000072,8000,80,80,0
1574479468.601809,0.000133,0.000049,8100,81,81,0
1574479468.710187,0.000118,0.000053,8200,82,82,0
1574479468.802762,0.000136,0.000062,8300,83,83,0
1574479468.901490,0.000089,0.000059,8400,84,84,0
1574479469.001077,0.000142,0.000071,8500,85,85,0
1574479469.101785,0.000125,0.000056,8600,86,86,0
1574479469.202177,0.000133,0.000061,8700,87,87,0
1574479469.301809,0.000146,0.000075,8800,88,88,0
1574479469.401520,0.000110,0.000045,8900,89,89,0
1574479469.501797,0.000158,0.000062,9000,90,90,0
1574479469.601759,0.000111,0.000078,9100,91,91,0
1574479469.701998,0.000119,0.000046,9200,92,92,0
1574479469.801645,0.000047,0.000017,9300,93,93,0
1574479469.901982,0.000144,0.000073,9400,94,94,0
1574479470.001673,0.000051,0.000018,9500,95,95,0
1574479470.102088,0.000133,0.000061,9600,96,96,0
1574479470.201660,0.000050,0.000018,9700,97,97,0
1574479470.301660,0.000050,0.000018,9800,98,98,0
1574479470.402844,0.000126,0.000049,9900,99,99,0
1574479470.502061,0.000133,0.000061,10000,100,100,0
1574479470.602338,0.000137,0.000061,10100,101,101,0
1574479470.703633,0.000119,0.000053,10200,102,102,0
1574479470.802002,0.000118,0.000052,10300,103,103,0
1574479470.901393,0.000115,0.000057,10400,104,104,0
1574479471.002010,0.000112,0.000048,10500,105,105,0
1574479471.102028,0.000139,0.000068,10600,106,106,0
1574479471.201495,0.000118,0.000052,10700,107,107,0
1574479471.302581,0.000120,0.000048,10800,108,108,0
1574479471.402191,0.000135,0.000061,10900,109,109,0
1574479471.502616,0.000120,0.000049,11000,110,110,0
1574479471.602082,0.000123,0.000049,11100,111,111,0
1574479471.701575,0.000109,0.000042,11200,112,112,0
1574479471.802265,0.000120,0.000049,11300,113,113,0
1574479471.904142,0.000149,0.000071,11400,114,114,0
1574479472.002111,0.000113,0.000048,11500,115,115,0
1574479472.102784,0.000123,0.000056,11600,116,116,0
1574479472.202041,0.000121,0.000048,11700,117,117,0
1574479472.302106,0.000118,0.000046,11800,118,118,0
1574479472.402105,0.000134,0.000061,11900,119,119,0
1574479472.502037,0.000121,0.000049,12000,120,120,0
1574479472.601638,0.000050,0.000020,12100,121,121,0
1574479472.701580,0.000074,0.000020,12200,122,122,0
1574479472.806606,0.000081,0.000020,12300,123,123,0
1574479472.902538,0.000113,0.000052,12400,124,124,0
1574479473.002183,0.000168,0.000072,12500,125,125,0
1574479473.102826,0.000145,0.000067,12600,126,126,0
1574479473.201490,0.000110,0.000053,12700,127,127,0
1574479473.301035,0.000114,0.000055,12800,128,128,0
1574479473.402000,0.000129,0.000061,12900,129,129,0
1574479473.504583,0.000162,0.000072,13000,130,130,0
1574479473.601983,0.000113,0.000056,13100,131,131,0
1574479473.702040,0.000148,0.000075,13200,132,132,0
1574479473.802016,0.000128,0.000062,13300,133,133,0
1574479473.901887,0.000084,0.000020,13400,134,134,0
1574479474.006712,0.000141,0.000062,13500,135,135,0
1574479474.108268,0.000124,0.000055,13600,136,136,0
1574479474.202007,0.000122,0.000054,13700,137,137,0
1574479474.301611,0.000086,0.000021,13800,138,138,0
1574479474.402791,0.000174,0.000074,13900,139,139,0
1574479474.502044,0.000134,0.000060,14000,140,140,0
1574479474.602609,0.000135,0.000060,14100,141,141,0
1574479474.701501,0.000126,0.000058,14200,142,142,0
1574479474.802032,0.000117,0.000049,14300,143,143,0
1574479474.901374,0.000114,0.000050,14400,144,144,0
1574479475.002030,0.000120,0.000053,14500,145,145,0
1574479475.102034,0.000124,0.000055,14600,146,146,0
1574479475.201943,0.000118,0.000053,14700,147,147,0
1574479475.301958,0.000119,0.000054,14800,148,148,0
1574479475.402421,0.000121,0.000053,14900,149,149,0
1574479475.502026,0.000122,0.000054,15000,150,150,0
1574479475.602033,0.000122,0.000054,15100,151,151,0
1574479475.707098,0.000131,0.000058,15200,152,152,0
1574479475.802052,0.000148,0.000073,15300,153,153,0
1574479475.902080,0.000120,0.000057,15400,154,154,0
1574479476.002074,0.000129,0.000062,15500,155,155,0
1574479476.101911,0.000123,0.000061,15600,156,156,0
1574479476.201888,0.000140,0.000060,15700,157,157,0
1574479476.302078,0.000136,0.000061,15800,158,158,0
1574479476.402605,0.000146,0.000068,15900,159,159,0
1574479476.501915,0.000123,0.000050,16000,160,160,0
1574479476.602556,0.000144,0.000065,16100,161,161,0
1574479476.704903,0.000116,0.000055,16200,162,162,0
1574479476.801669,0.000060,0.000031,16300,163,163,0
1574479476.901140,0.000108,0.000050,16400,164,164,0
1574479477.001194,0.000111,0.000048,16500,165,165,0
1574479477.101810,0.000130,0.000047,16600,166,166,0
1574479477.202049,0.000126,0.000061,16700,167,167,0
1574479477.303411,0.000125,0.000057,16800,168,168,0
1574479477.401950,0.000132,0.000061,16900,169,169,0
1574479477.502074,0.000132,0.000061,17000,170,170,0
1574479477.602427,0.000136,0.000065,17100,171,171,0
1574479477.703097,0.000113,0.000049,17200,172,172,0
1574479477.802929,0.000132,0.000061,17300,173,173,0
1574479477.902364,0.000126,0.000062,17400,174,174,0
1574479478.001740,0.000069,0.000034,17500,175,175,0
1574479478.102100,0.000124,0.000060,17600,176,176,0
1574479478.202488,0.000144,0.000068,17700,177,177,0
1574479478.301221,0.000130,0.000065,17800,178,178,0
1574479478.401893,0.000143,0.000060,17900,179,179,0
1574479478.501889,0.000116,0.000051,18000,180,180,0
1574479478.601850,0.000103,0.000047,18100,181,181,0
1574479478.702332,0.000096,0.000052,18200,182,182,0
1574479478.801186,0.000117,0.000051,18300,183,183,0
1574479478.903076,0.000139,0.000071,18400,184,184,0
1574479479.002678,0.000126,0.000054,18500,185,185,0
1574479479.101840,0.000157,0.000048,18600,186,186,0
1574479479.203948,0.000119,0.000059,18700,187,187,0
1574479479.301631,0.000049,0.000018,18800,188,188,0
1574479479.401749,0.000094,0.000062,18900,189,189,0
1574479479.502036,0.000117,0.000056,19000,190,190,0
1574479479.606487,0.000127,0.000056,19100,191,191,0
1574479479.701277,0.000130,0.000062,19200,192,192,0
1574479479.806425,0.000150,0.000063,19300,193,193,0
1574479479.902421,0.000163,0.000074,19400,194,194,0
1574479480.001652,0.000047,0.000019,19500,195,195,0
1574479480.102369,0.000163,0.000070,19600,196,196,0
1574479480.201683,0.000071,0.000041,19700,197,197,0
1574479480.301917,0.000137,0.000062,19800,198,198,0
1574479480.402513,0.000168,0.000075,19900,199,199,0
1574479480.502502,0.000177,0.000075,20000,200,200,0
1574479480.602504,0.000142,0.000062,20100,201,201,0
1574479480.706856,0.000117,0.000052,20200,202,202,0
1574479480.801931,0.000122,0.000054,20300,203,203,0
1574479480.902398,0.000165,0.000077,20400,204,204,0
1574479481.001650,0.000095,0.000034,20500,205,205,0
1574479481.101791,0.000125,0.000063,20600,206,206,0
1574479481.201633,0.000077,0.000020,20700,207,207,0
1574479481.301811,0.000129,0.000051,20800,208,208,0
1574479481.402423,0.000171,0.000074,20900,209,209,0
1574479481.502434,0.000126,0.000054,21000,210,210,0
1574479481.603096,0.000175,0.000075,21100,211,211,0
1574479481.702305,0.000142,0.000067,21200,212,212,0
1574479481.802399,0.000170,0.000077,21300,213,213,0
1574479481.903590,0.000134,0.000061,21400,214,214,0
1574479482.002440,0.000173,0.000077,21500,215,215,0
1574479482.102419,0.000177,0.000074,21600,216,216,0
1574479482.203395,0.000123,0.000048,21700,217,217,0
1574479482.301242,0.000123,0.000049,21800,218,218,0
1574479482.403067,0.000173,0.000074,21900,219,219,0
1574479482.503624,0.000120,0.000053,22000,220,220,0
1574479482.601637,0.000095,0.000038,22100,221,221,0
